{-40.000000,80.000000,0.000000,330.400879,904.462402},
{-20.000000,80.000000,0.000000,428.140137,901.526367},
{0.000000,80.000000,0.000000,522.538086,899.511719},
{20.000000,80.000000,0.000000,619.654297,899.097290},
{40.000000,80.000000,0.000000,716.339355,899.449951},
{-60.000000,60.000000,0.000000,234.660156,808.167480},
{-40.000000,60.000000,0.000000,331.049072,806.463013},
{-20.000000,60.000000,0.000000,427.512695,803.813965},
{0.000000,60.000000,0.000000,522.418945,803.405029},
{20.000000,60.000000,0.000000,616.833984,801.349609},
{40.000000,60.000000,0.000000,713.443604,801.407959},
{60.000000,60.000000,0.000000,810.607422,801.745605},
{-80.000000,40.000000,0.000000,136.235596,713.412842},
{-60.000000,40.000000,0.000000,234.340134,711.445496},
{-40.000000,40.000000,0.000000,331.622559,709.408203},
{-20.000000,40.000000,0.000000,427.509766,707.859863},
{0.000000,40.000000,0.000000,521.870117,707.564453},
{20.000000,40.000000,0.000000,616.780273,706.261719},
{40.000000,40.000000,0.000000,711.654297,705.323242},
{60.000000,40.000000,0.000000,807.978516,705.086731},
{-80.000000,20.000000,0.000000,136.755859,616.091064},
{-60.000000,20.000000,0.000000,234.842285,614.793457},
{-40.000000,20.000000,0.000000,331.619629,613.635254},
{-20.000000,20.000000,0.000000,426.454834,613.196045},
{0.000000,20.000000,0.000000,521.637207,612.909668},
{20.000000,20.000000,0.000000,616.126831,611.757812},
{40.000000,20.000000,0.000000,710.775879,610.798828},
{60.000000,20.000000,0.000000,806.259766,609.752441},
{80.000000,20.000000,0.000000,904.436279,608.714844},
{-80.000000,0.000000,0.000000,135.875488,519.897949},
{-60.000000,0.000000,0.000000,234.728027,519.344727},
{-40.000000,0.000000,0.000000,330.979492,518.814453},
{-20.000000,0.000000,0.000000,425.386719,518.705566},
{0.000000,0.000000,0.000000,521.203125,517.886230},
{20.000000,0.000000,0.000000,615.551758,516.946777},
{40.000000,0.000000,0.000000,710.098633,516.150635},
{60.000000,0.000000,0.000000,811.257080,514.573730},
{80.000000,0.000000,0.000000,903.019165,512.810547},
{-80.000000,-20.000000,0.000000,133.672363,423.446533},
{-60.000000,-20.000000,0.000000,232.699219,424.193848},
{-40.000000,-20.000000,0.000000,329.609344,423.712891},
{-20.000000,-20.000000,0.000000,425.335938,423.416504},
{0.000000,-20.000000,0.000000,519.940918,422.835938},
{20.000000,-20.000000,0.000000,614.643066,422.325439},
{40.000000,-20.000000,0.000000,709.240112,421.090881},
{60.000000,-20.000000,0.000000,804.807617,419.340332},
{80.000000,-20.000000,0.000000,902.704102,416.572754},
{-80.000000,-40.000000,0.000000,130.474609,326.383789},
{-60.000000,-40.000000,0.000000,230.503906,327.609375},
{-40.000000,-40.000000,0.000000,328.063354,328.076721},
{-20.000000,-40.000000,0.000000,423.708496,327.661133},
{0.000000,-40.000000,0.000000,518.425293,327.594238},
{20.000000,-40.000000,0.000000,613.488770,326.662598},
{40.000000,-40.000000,0.000000,708.560059,325.318848},
{60.000000,-40.000000,0.000000,804.589844,322.728027},
{80.000000,-40.000000,0.000000,903.556641,318.845703},
{-60.000000,-60.000000,0.000000,226.739258,229.092163},
{-40.000000,-60.000000,0.000000,324.797852,230.503418},
{-20.000000,-60.000000,0.000000,421.780273,230.902832},
{0.000000,-60.000000,0.000000,517.148560,230.736328},
{20.000000,-60.000000,0.000000,612.469238,229.617188},
{40.000000,-60.000000,0.000000,708.211548,227.622559},
{60.000000,-60.000000,0.000000,805.263672,224.092468},
{-40.000000,-80.000000,0.000000,320.934570,130.508301},
{-20.000000,-80.000000,0.000000,418.652344,131.055969},
{0.000000,-80.000000,0.000000,515.129639,130.969238},
{20.000000,-80.000000,0.000000,611.170898,129.554688},
{40.000000,-80.000000,0.000000,708.174438,126.900383},
{30.000000,10.000000,0.000000,663.188354,563.931641},
{27.750000,-9.250000,-66.000000,662.207642,466.744141},
{27.750000,-27.750000,-66.000000,661.155396,372.210693},
{-9.250000,-27.750000,-66.000000,473.103149,373.623047},
{-30.000000,-10.000000,0.000000,377.761719,471.476807},
{-10.000000,30.000000,0.000000,474.367920,660.234253},
{9.250000,27.750000,-66.000000,569.320312,655.725098}
